ID Household Income Bucket,Household Income Bucket,ID Year,Year,Household Income,Household Income Moe,Geography,ID Geography,Slug Geography,share
11,"$75,000-$99,999",2014,"2014",14125429,47784,"United States","01000US","united-states",0.12154974845258316
12,"$100,000-$124,999",2014,"2014",9410154,45348,"United States","01000US","united-states",0.08097466290050867
13,"$125,000-$149,999",2014,"2014",5713601,31533,"United States","01000US","united-states",0.04916571130748862
14,"$150,000-$199,999",2014,"2014",5857717,33034,"United States","01000US","united-states",0.05040583389406581
15,"$200,000+",2014,"2014",5845378,32351,"United States","01000US","united-states",0.05029965642178115
0,"< $10,000",2014,"2014",2708,334,"Inglewood, CA","16000US0636546","inglewood-ca",0.07458205954446556
1,"$10,000-$14,999",2014,"2014",2325,282,"Inglewood, CA","16000US0636546","inglewood-ca",0.064033710650252
2,"$15,000-$19,999",2014,"2014",2746,417,"Inglewood, CA","16000US0636546","inglewood-ca",0.07562863201960947
3,"$20,000-$24,999",2014,"2014",2503,292,"Inglewood, CA","16000US0636546","inglewood-ca",0.06893607645487344
4,"$25,000-$29,999",2014,"2014",2342,311,"Inglewood, CA","16000US0636546","inglewood-ca",0.06450191412597428
5,"$30,000-$34,999",2014,"2014",2609,352,"Inglewood, CA","16000US0636546","inglewood-ca",0.07185546283290645
6,"$35,000-$39,999",2014,"2014",2066,272,"Inglewood, CA","16000US0636546","inglewood-ca",0.05690049299071855
7,"$40,000-$44,999",2014,"2014",1939,254,"Inglewood, CA","16000US0636546","inglewood-ca",0.05340273761326393
8,"$45,000-$49,999",2014,"2014",1723,299,"Inglewood, CA","16000US0636546","inglewood-ca",0.04745379933349858
9,"$50,000-$59,999",2014,"2014",2888,337,"Inglewood, CA","16000US0636546","inglewood-ca",0.07953950811093669
10,"$60,000-$74,999",2014,"2014",3610,336,"Inglewood, CA","16000US0636546","inglewood-ca",0.09942438513867086
11,"$75,000-$99,999",2014,"2014",3608,360,"Inglewood, CA","16000US0636546","inglewood-ca",0.09936930237682118
12,"$100,000-$124,999",2014,"2014",2345,309,"Inglewood, CA","16000US0636546","inglewood-ca",0.0645845382687488
13,"$125,000-$149,999",2014,"2014",1166,212,"Inglewood, CA","16000US0636546","inglewood-ca",0.032113250158362944
14,"$150,000-$199,999",2014,"2014",1191,208,"Inglewood, CA","16000US0636546","inglewood-ca",0.03280178468148393
15,"$200,000+",2014,"2014",540,128,"Inglewood, CA","16000US0636546","inglewood-ca",0.014872345699413368
0,"< $10,000",2013,"2013",8380364,19177,"United States","01000US","united-states",0.07248809222880441
1,"$10,000-$14,999",2013,"2013",6214548,16925,"United States","01000US","united-states",0.05375431527608252
2,"$15,000-$19,999",2013,"2013",6236898,17145,"United States","01000US","united-states",0.05394763729184625
3,"$20,000-$24,999",2013,"2013",6231706,17720,"United States","01000US","united-states",0.053902727765857646
4,"$25,000-$29,999",2013,"2013",5929562,13959.000000000002,"United States","01000US","united-states",0.05128925630586141
5,"$30,000-$34,999",2013,"2013",6000199,15505.999999999998,"United States","01000US","united-states",0.05190024902297562
6,"$35,000-$39,999",2013,"2013",5410067,15255.999999999998,"United States","01000US","united-states",0.04679575202938813
7,"$40,000-$44,999",2013,"2013",5465384,13996,"United States","01000US","united-states",0.04727423050571932
8,"$45,000-$49,999",2013,"2013",4847697,14804,"United States","01000US","united-states",0.04193138952356944
9,"$50,000-$59,999",2013,"2013",9249964,20676,"United States","01000US","united-states",0.08000991884661819
10,"$60,000-$74,999",2013,"2013",11494081,28807.999999999996,"United States","01000US","united-states",0.09942098023586428
11,"$75,000-$99,999",2013,"2013",14107031,52951,"United States","01000US","united-states",0.12202235657097985
12,"$100,000-$124,999",2013,"2013",9285899,44286,"United States","01000US","united-states",0.08032074777889871
13,"$125,000-$149,999",2013,"2013",5572340,31574,"United States","01000US","united-states",0.04819937366088824
14,"$150,000-$199,999",2013,"2013",5651848,31873,"United States","01000US","united-states",0.04888709835123913
15,"$200,000+",2013,"2013",5532628,32847,"United States","01000US","united-states",0.04785587460540684
0,"< $10,000",2013,"2013",2519,347,"Inglewood, CA","16000US0636546","inglewood-ca",0.06908751817009956
1,"$10,000-$14,999",2013,"2013",2556,333,"Inglewood, CA","16000US0636546","inglewood-ca",0.07010230108883464
2,"$15,000-$19,999",2013,"2013",2749,357,"Inglewood, CA","16000US0636546","inglewood-ca",0.07539562820547983
3,"$20,000-$24,999",2013,"2013",2401,318,"Inglewood, CA","16000US0636546","inglewood-ca",0.06585118345629577
4,"$25,000-$29,999",2013,"2013",2438,315,"Inglewood, CA","16000US0636546","inglewood-ca",0.06686596637503085
5,"$30,000-$34,999",2013,"2013",2508,344,"Inglewood, CA","16000US0636546","inglewood-ca",0.06878582595101615
6,"$35,000-$39,999",2013,"2013",1848,278,"Inglewood, CA","16000US0636546","inglewood-ca",0.0506842928060119
7,"$40,000-$44,999",2013,"2013",1855,284,"Inglewood, CA","16000US0636546","inglewood-ca",0.050876278763610436
8,"$45,000-$49,999",2013,"2013",1580,257,"Inglewood, CA","16000US0636546","inglewood-ca",0.04333397328652533
9,"$50,000-$59,999",2013,"2013",2915,358,"Inglewood, CA","16000US0636546","inglewood-ca",0.07994843805710211
10,"$60,000-$74,999",2013,"2013",3721,337,"Inglewood, CA","16000US0636546","inglewood-ca",0.10205424974630427
11,"$75,000-$99,999",2013,"2013",4242,405,"Inglewood, CA","16000US0636546","inglewood-ca",0.11634349030470914
12,"$100,000-$124,999",2013,"2013",2212,267,"Inglewood, CA","16000US0636546","inglewood-ca",0.06066756260113546
13,"$125,000-$149,999",2013,"2013",1101,217,"Inglewood, CA","16000US0636546","inglewood-ca",0.030196648473711635
14,"$150,000-$199,999",2013,"2013",1161,238.99999999999997,"Inglewood, CA","16000US0636546","inglewood-ca",0.03184224239598475
15,"$200,000+",2013,"2013",655,152,"Inglewood, CA","16000US0636546","inglewood-ca",0.01796440031814816
